Job Title,Location,Posting Date,Vacancy Type,Due Date,Apply Link
Partnerships Specialist,"Nairobi, Kenya","02/07/2025, 15:28",International Personnel Service Agreement,"17/07/2025, 06:59",https://estm.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/27569/?location=Kenya&locationId=300000000440707&locationLevel=country&mode=location
