title,location,description,link
Country Manager,"Nairobi, Kenya","Minimum qualifications
15 years of experience in advertising sales, digital marketing, consulting, or media.
Experience with C-level customer relationships and connectivity in the Kenyan market, including within media, business and government channels.
Experience growing and leading teams and businesses within an organization.
Experience with commercial deals and negotiation.",https://www.google.com/about/careers/applications/jobs/results/133833277512262342-country-manager?location=Nairobi%20Kenya
