Job Title,Location,Category,Posting Date,Apply Link
"Lead, Licensed Mechanic","KRA Building, Langata Road, Wilson Airport, Nairobi , Nairobi, North District, 535, KE",Technical,"30/05/2025, 11:31",https://cva.fa.us1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/7417/?location=Kenya&locationId=300000000193969&locationLevel=country&mode=location
