Title,Location,Category,Job ID,Job Type,Post Date,Description,Detail Link,Apply Link
"Senior Analyst - BCG Vantage, Social Impact","Nairobi, Kenya",Expertise and Insights,57843,Full-Time,2026-04-17,"We are looking for a Senior Analyst to join BCG's Social Impact Practice Area, where you will drive impactful international development projects in low and middle-income countries. Collaborate with a global team to support major donors and foundations, contributing to meaningful change and sustainable impact.",https://careers.bcg.com/global/en/job/57843/Senior-Analyst-BCG-Vantage-Social-Impact,https://experiencedtalent.bcg.com/careerhub/explore/jobs/790315507044?post_onboarding_pid=790315507044&amp;show_apply=1&amp;profile_type=candidate&amp;customredirect=1
