Job Title,Location,Department,Posting Date,Description,Apply Link
Solution Advisor Manager-Emerging Africa,"Nairobi, KE, 00100",Presales,"Jun 5, 2026",We help the world run better,https://jobs.sap.com/job/Nairobi-Solution-Advisor-Manager-Emerging-Africa-00100/1381573433/
